prediction;test_price
66.9;86.73
67.56;86.99
68.81;87.55
69.26;87.73
69.41;88.45
69.53;88.11
69.72;88.23
69.62;88.73
69.52;88.77
70.0;87.95
69.67;86.71
69.5;87.93
68.84;87.68
68.86;87.12
69.53;86.42
69.41;87.58
68.69;88.75
68.6;89.02
69.19;90.28
69.21;90.75
70.23;90.49
70.7;91.07
70.52;91.52
70.44;90.76
70.88;90.27
70.78;89.85
70.45;88.53
70.1;88.06
69.34;88.96
69.02;89.88
69.26;90.33
69.18;90.53
69.69;91.23
69.94;90.31
70.32;90.42
70.13;91.22
70.27;90.8
71.22;90.25
71.1;91.19
71.53;90.78
72.21;91.02
71.86;90.06
72.09;88.81
71.48;89.34
70.47;87.17
70.35;88.1
69.47;90.18
68.9;97.06
69.51;98.37
72.78;97.77
74.57;97.49
74.55;97.68
74.51;97.63
74.38;99.27
74.78;99.83
75.52;99.78
76.14;99.54
76.28;99.56
75.82;100.2
75.08;100.62
75.12;100.31
75.56;101.17
75.46;100.21
75.87;99.75
75.46;101.48
75.11;101.92
76.35;101.17
77.33;100.66
77.58;99.5
77.5;100.88
76.95;98.8
77.17;98.61
76.39;102.71
75.79;102.01
77.36;102.9
77.92;102.51
78.05;103.47
77.59;102.9
77.53;103.92
77.3;103.71
77.64;102.65
77.5;100.63
77.35;100.86
76.74;101.09
76.11;101.7
75.71;100.52
76.71;101.05
76.5;101.59
76.4;101.23
76.3;101.04
75.97;101.93
75.46;102.32
76.53;102.5
77.96;102.08
78.78;102.22
78.35;102.53
77.86;103.6
78.05;102.25
78.39;103.71
77.72;103.2
77.93;103.45
77.61;104.46
76.49;104.97
76.59;105.57
76.65;105.34
77.11;105.24
77.17;104.19
77.7;105.92
76.97;106.41
77.74;106.2
78.52;105.15
79.38;104.71
78.97;105.53
78.02;104.08
78.38;104.69
77.37;104.64
76.68;105.35
77.02;105.71
77.22;105.74
77.8;105.96
77.75;105.61
78.04;105.79
77.55;105.67
78.06;104.88
78.51;105.77
77.78;105.93
77.18;105.77
76.95;106.34
76.74;106.14
76.59;106.54
76.62;105.71
76.42;105.71
75.78;104.74
75.72;104.0
75.64;105.42
75.72;106.01
76.82;105.37
77.6;105.59
77.66;106.44
77.56;106.85
78.13;108.51
78.66;107.93
78.61;108.8
79.24;109.65
79.12;109.03
79.56;109.68
79.86;110.2
79.76;108.34
80.24;109.39
79.53;110.98
79.92;110.82
79.47;111.53
79.06;112.88
79.21;111.04
79.54;111.43
78.67;112.24
78.23;113.79
78.19;113.6
78.18;114.03
78.79;114.78
79.74;114.57
79.6;115.27
80.13;115.01
80.9;115.03
80.98;114.52
80.81;114.62
80.77;113.99
80.44;114.19
80.11;115.52
79.81;115.7
79.69;115.67
79.35;116.75
78.8;117.3
79.03;106.54
79.28;104.64
75.53;105.41
73.54;107.0
73.69;104.11
74.77;103.13
74.54;103.64
74.03;103.3
74.31;105.12
73.81;103.08
74.36;102.61
74.08;96.41
74.28;95.28
72.55;91.92
70.78;92.43
69.42;95.65
70.03;98.49
72.06;98.78
74.08;98.21
74.71;95.92
74.01;98.22
71.95;98.31
72.09;97.33
72.96;100.26
72.47;98.23
72.96;98.9
72.62;100.71
73.18;100.08
73.77;99.7
72.8;100.21
72.85;100.44
73.19;99.13
73.0;99.68
72.29;98.79
71.64;97.91
71.82;96.99
70.8;96.68
71.89;94.94
71.69;95.83
70.28;98.51
70.77;98.97
72.23;99.29
72.86;100.1
73.93;100.03
75.29;99.66
75.02;100.84
73.42;101.75
72.91;102.51
73.47;102.75
74.02;101.92
73.91;104.0
72.6;104.34
71.9;105.52
72.01;105.88
73.45;106.12
74.17;109.17
73.68;109.01
74.8;109.43
74.14;109.67
73.94;110.22
74.09;110.89
74.48;109.64
75.1;110.89
74.7;111.37
74.88;109.17
74.92;108.92
74.29;111.5
74.42;112.22
75.47;113.19
75.91;112.32
75.72;112.02
75.01;110.7
74.71;111.74
74.14;111.94
74.65;113.88
74.54;114.43
74.79;115.74
74.65;115.11
75.51;113.7
75.85;114.39
75.75;110.98
75.64;109.38
73.96;111.23
72.0;109.89
73.31;107.85
73.5;110.12
72.8;109.73
72.8;108.42
72.68;107.45
71.62;107.45
70.62;104.81
70.96;106.08
69.96;108.81
69.99;110.39
71.33;108.66
72.38;104.5
72.25;103.4
70.92;103.55
69.59;102.41
69.28;102.7
68.4;104.04
68.33;103.88
69.32;103.16
69.63;101.94
69.35;99.9
68.91;97.88
68.42;97.36
67.7;96.53
67.45;96.28
67.19;96.93
67.83;98.43
68.83;95.54
69.87;96.15
70.06;91.09
70.48;91.16
68.45;89.77
68.18;91.21
67.08;94.0
67.16;92.44
69.1;93.39
68.51;91.5
69.48;90.74
69.26;92.96
68.1;92.31
69.17;90.34
69.1;92.3
68.61;92.58
69.23;91.09
69.67;89.37
69.19;89.56
68.23;86.19
68.05;87.61
66.31;88.43
66.14;90.13
66.96;92.65
67.47;92.33
69.34;92.17
69.83;93.49
69.89;92.53
70.41;92.58
70.23;92.79
69.37;92.46
68.32;92.67
68.37;94.73
68.38;94.1
68.82;95.87
68.73;95.54
69.2;96.42
69.08;94.9
68.81;94.74
68.01;94.14
67.86;95.01
67.1;95.86
67.6;95.3
68.32;95.5
68.19;96.62
69.36;96.24
69.46;95.52
68.94;94.66
68.48;93.94
67.6;94.31
67.21;95.16
67.38;95.23
67.72;95.95
67.87;96.34
68.21;96.11
67.53;95.73
67.23;94.1
67.1;94.57
66.29;93.29
65.82;93.54
64.85;93.39
64.77;94.44
64.98;96.51
65.55;95.68
66.37;95.64
66.03;98.45
65.45;99.57
66.82;100.18
67.24;99.83
67.89;100.67
68.06;101.45
67.92;101.76
69.02;102.13
69.68;100.92
69.82;100.17
69.49;101.24
68.87;100.68
69.56;100.57
69.31;101.79
69.37;102.39
69.73;102.19
70.29;103.41
70.62;99.23
69.86;98.67
68.19;97.52
68.43;97.36
68.06;96.95
67.78;96.04
67.82;95.47
67.33;96.8
66.83;96.22
67.61;96.54
67.5;96.88
67.39;96.83
68.19;97.29
68.32;96.25
68.67;95.58
68.77;95.77
68.77;95.8
68.69;95.83
68.5;95.41
68.76;95.11
69.18;94.92
69.6;94.43
70.3;94.65
69.95;95.46
69.99;95.33
69.92;95.44
70.03;96.04
71.12;96.59
71.41;95.87
71.34;95.84
71.74;96.06
72.04;92.86
72.64;91.56
71.83;93.18
70.85;94.08
71.24;94.9
71.73;95.1
72.38;94.74
71.71;95.51
71.4;96.16
71.54;97.35
72.34;97.7
72.42;97.91
73.26;97.6
74.35;97.69
73.65;97.52
72.84;97.86
71.79;97.2
71.52;95.98
70.99;95.77
70.09;95.48
69.14;95.17
68.87;94.48
68.12;94.13
67.82;93.72
67.2;93.76
67.04;93.36
66.87;92.84
66.73;93.9
66.94;92.99
67.28;93.64
67.52;93.56
68.12;94.46
67.78;95.63
67.65;95.54
67.94;94.63
67.74;94.88
67.76;94.67
67.54;94.66
67.4;94.44
67.68;94.19
67.42;93.68
67.18;93.78
67.07;93.63
67.3;93.37
67.71;93.04
67.33;92.7
66.78;92.69
66.58;92.3
66.55;92.11
66.61;92.26
66.9;91.66
66.44;91.57
66.54;91.94
66.19;90.31
66.63;91.5
66.79;90.58
67.06;90.15
66.5;90.39
66.62;90.45
66.18;90.51
66.15;90.83
66.67;90.28
66.72;91.28
66.29;91.14
66.3;89.86
66.23;89.63
66.07;90.09
65.99;89.7
66.6;90.74
66.59;90.38
66.98;90.48
67.14;90.34
67.09;90.71
67.45;90.38
67.54;90.38
67.36;89.76
66.95;89.32
66.73;89.04
66.55;89.22
66.82;88.76
67.7;89.09
67.28;89.83
67.55;89.93
67.88;90.91
67.89;91.24
68.64;90.63
68.88;91.36
68.5;91.87
68.86;91.71
69.25;90.57
70.11;90.28
69.59;89.81
69.21;91.24
68.76;90.34
69.11;92.27
69.16;92.22
70.36;92.48
70.49;92.79
70.97;95.45
70.77;95.68
71.18;95.47
71.8;96.86
71.51;97.1
72.0;96.0
72.2;95.4
71.78;95.48
71.2;96.02
71.59;96.56
71.58;96.71
71.36;97.39
70.99;96.86
70.75;96.68
70.54;96.25
70.58;97.68
70.09;98.36
70.6;99.66
70.99;101.8
71.43;103.26
72.15;102.47
73.53;102.26
73.57;102.46
73.43;102.79
73.41;102.32
73.8;103.69
73.27;103.85
73.45;103.94
73.53;103.81
72.93;103.54
72.62;103.56
72.11;102.7
72.14;102.96
71.55;102.62
